Unnamed: 0,time_text,message,author,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
1548,43:56:00,yay!!!,username@eneeekeeKt,,,,,,
1549,44:03:00,1K TerrorFam members! That’s amazing! :_terroriserLove:,username@nasttrrie,,,,,,
1550,44:05:00,Road to 1100!!!!,username@l eestlBss,,,,,,
1551,44:13:00,:_terroriserGGG:,username@eneeekeeKt,,,,,,
1552,44:32:00,Hey! How are you? @Kelly A.,username@nasttrrie,,,,,,
1553,44:32:00,time to die,username@or loelntP,,,,,,
1554,44:44:00,"@Saikou ah, I don't know how to change to desktop mode with Apple :(",username@eylAKAl ey,,,,,,
1555,44:55:00,in 20 secs he's going to die,username@nFarlaoens,,,,,,1
1556,45:00:00,he didnt die first,username@or loelntP,,,,,,
1557,45:05:00,hey @Brittany Bowers ! -^^-,username@eylAKAl ey,,,,,,
1558,45:21:00,its a miracle,username@or loelntP,,,,,,
1559,45:24:00,:_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@aehnfehnnd,,,,,,
1560,45:28:00,Thanks anyway n I will try n see if I can get google chrome but thanks for ur help,username@okSioikuiS,,,,,,
1561,45:42:00,I just realized I doubled 'hi'd' that lol,username@eylAKAl ey,,,,,,
1562,45:43:00,I'm glad I'm a member. Now I can chat with the gang now,username@a2v998eFma,,,,,,
1563,46:07:00,"Want to join the TerrorFam? Become a member to my channel and get access to ""Member-Only Chat"" and the Terroriser Private Discord! https://www.youtube.com/channel/UCQio...",username@hNtttggNoh,,,,,,
1564,46:09:00,I'm doing good - fell asleep and woke up with the notification that Brian was streaming 😂😂,username@eylAKAl ey,,,,,,
1565,46:17:00,:_terroriser1st::_terroriser1up:,username@a2v998eFma,,,,,,
1566,46:31:00,welcome fever,username@or loelntP,,,,,,
1567,46:38:00,ITS NOT NOGLA!,username@McePPet at,,,,,,
1568,46:46:00,Hello 👋,username@tlaNseateB,,,,,,
1569,47:01:00,Noice,username@l eestlBss,,,,,,
1570,47:07:00,he a pro or whatever,username@seJesseJJJ,,,,,,
1571,47:22:00,ITS NOT NOGLA!!!,username@McePPet at,,,,,,
1572,47:29:00,he's gonna die now 😆,username@l eestlBss,,,,,,
1573,47:33:00,Haha! You’re fine! How are you? :) @Kelly A.,username@nasttrrie,,,,,,
1574,47:51:00,hey Brian made it through the first round,username@kD SaSarii,,,,,,
1575,47:59:00,NOT NOGLA!!!!,username@McePPet at,,,,,,
1576,48:01:00,2 rounds in a row,username@or loelntP,,,,,,
1577,48:29:00,lol,username@NNRXi ERXi,,,,,,
1578,48:51:00,DEF NOT NOGLA,username@McePPet at,,,,,,
1579,49:13:00,Bye Nogla!,username@a2v998eFma,,,,,,
1580,49:52:00,"Need better evidence than saying ""Not me""",username@a2v998eFma,,,,,,
1581,50:40:00,12k viewers? nice!,username@y2ny2FyOO2,,,,,,
1582,50:43:00,Yeet something! Love the stream!,username@zcteiuuiWW,,,,,,
1583,51:03:00,@Brittny Bowers I'm good ^^ it's 1am here so I'm a bit out of it lol how are you doing ? :),username@eylAKAl ey,,,,,,
1584,51:09:00,Hello Brian,username@ yaziWy Wa,,,,,,
1585,51:17:00,It’s 1 am for me too,username@ yaziWy Wa,,,,,,
1586,51:24:00,East coast baby,username@ yaziWy Wa,,,,,,
1587,52:03:00,aw yeah @Eazy Wiz! *high 5*,username@eylAKAl ey,,,,,,
1588,52:05:00,Hey Fynx! How are you? :) :_terroriserLove:,username@nasttrrie,,,,,,
1589,52:11:00,East coast too. #407,username@aehnfehnnd,,,,,,
1590,52:16:00,whats up mannn,username@shehesAwAw,,,,,,
1591,52:28:00,survived the whole game:_terroriserLeo::_terroriserLeo:,username@or loelntP,,,,,,
1592,52:32:00,I mean Ohio isn't the east coast technically but it's 1 am for me as well,username@l eestlBss,,,,,,
1593,52:36:00,brittany!!:_terroriserLove:I'm good! how are youuu?,username@y2ny2FyOO2,,,,,,
1594,52:59:00,"Haha! Girl, I feel you. I get like that too. Jade notices now and is like: you good? lol @Kelly A.",username@nasttrrie,,,,,,
1595,53:09:00,#610 I’ll be happy if you know this,username@ yaziWy Wa,,,,,,
1596,53:21:00,You’re fine though! It’s going on midnight where I am. lol @Kelly A.,username@nasttrrie,,,,,,
1597,53:33:00,OFF TO PLAY SOME BLACKOUT!!! Good luck Brian!!! Muah 😘,username@McePPet at,,,,,,
1598,53:49:00,@Jenell Betts everyone gets a high 5!! -^^-,username@eylAKAl ey,,,,,,
1599,54:00:00,Finallllyyyy,username@aiaxTyexRa,,,,,,
1600,54:09:00,FYNX! DONATION! :_terroriserBan: @H2OFynx,username@nasttrrie,,,,,,
1601,54:16:00,being the impostor is stressful ngl,username@l eestlBss,,,,,,
1602,54:21:00,:_terroriserBan:,username@aehnfehnnd,,,,,,
1603,54:36:00,that is the 1 time every 3 hours when i get it lol,username@l eestlBss,,,,,,
1604,54:55:00,:_terroriserLove::_terroriserLove:,username@y2ny2FyOO2,,,,,,
1605,55:33:00,oh my god Brine 😂😂😂,username@eylAKAl ey,,,,,,
1606,55:57:00,He's mad,username@a2v998eFma,,,,,,
1607,56:03:00,even as imposter he dies first round:_terroriserChoke::_terroriserChoke:,username@or loelntP,,,,,,
1608,56:03:00,lol,username@軒葉葉軒軒葉昌軒葉昌,,,,,,
1609,56:12:00,Brining out the booze I see. Oh no,username@ yaziWy Wa,,,,,,
1610,56:27:00,You have no luck Brian haha,username@aiaxTyexRa,1,,,,,
1611,56:52:00,I WANT to see that in a video,username@iggsGesLaL,,,,,,
1612,56:54:00,Brian you suck at imposter. It’s okay you’ll get better,username@ yaziWy Wa,1,,,,,
1613,56:55:00,BUTTERFLY LMAOOO,username@seJesseJJJ,,,,,,
1614,56:58:00,what he just did,username@iggsGesLaL,,,,,,
1615,57:07:00,he was probably on kill cooldown,username@isikskoii3,,,,,,
1616,57:07:00,okay that was hilarious lol,username@SiSdiuiiik,,,,,,
1617,57:10:00,Yes you do,username@ yaziWy Wa,,,,,,
1618,57:18:00,Don’t lie brian,username@ yaziWy Wa,,,,,,
1619,57:19:00,he already killed,username@or loelntP,,,,,,
1620,57:21:00,death by loop dee loop,username@zcteiuuiWW,,,,,,
1621,57:24:00,"the round just started, he had it ready",username@SiSdiuiiik,,,,,,
1622,57:27:00,its all about stratagy,username@nFarlaoens,,,,,,
1623,57:33:00,he was already on kill cooldown,username@isikskoii3,,,,,,
1624,57:41:00,Good play bad timing,username@aehnfehnnd,,,,,,
1625,57:43:00,Brian you’ll get better don’t worry,username@ yaziWy Wa,,,,,,
1626,57:53:00,killcount down wasnt ready for the double,username@or loelntP,,,,,,
1627,57:55:00,I’m better than you at 15 but it’s okay hahahaha,username@ yaziWy Wa,1,,,,,
1628,57:55:00,He still dies first haha,username@seJesseJJJ,,,,,,
1629,58:08:00,the round had just started though,username@SiSdiuiiik,,,,,,
1630,58:10:00,Good play bad timing,username@aehnfehnnd,,,,,,
1631,58:11:00,how would he be on cooldown,username@SiSdiuiiik,,,,,,
1632,58:12:00,I’ll stop hating luv u Brian,username@ yaziWy Wa,,,,,,
1633,58:17:00,"Use Streamlabs to give 100% of your donation to Terroriser! SuperChats take out a portion, use this link instead --> https://streamlabs.com/terroriser/tip",username@hNtttggNoh,,,,,,
1634,58:37:00,i have had that happen to me before,username@NNRXi ERXi,,,,,,
1635,58:46:00,Is this members only?,username@ yaziWy Wa,,,,,,
1636,58:57:00,yess,username@SiSdiuiiik,,,,,,
1637,59:12:00,Let’s gooo. Only the cool kids gere,username@ yaziWy Wa,,,,,,
1638,59:14:00,"Want to join the TerrorFam? Become a member to my channel and get access to ""Member-Only Chat"" and the Terroriser Private Discord! https://www.youtube.com/channel/UCQio...",username@hNtttggNoh,,,,,,
1639,59:25:00,:_terroriserFail:,username@aehnfehnnd,,,,,,
1640,59:33:00,the were two dead,username@or loelntP,,,,,,
1641,59:38:00,why didn't I get the notification :(,username@uAusaya sl,,,,,,
1642,59:43:00,:_terroriserCry:,username@ yaziWy Wa,,,,,,
1643,59:51:00,@Brittany Bowers I see you're celebrating homecoming ? congrats! -^^-,username@eylAKAl ey,,,,,,
1644,59:59:00,at the end of 1st rond,username@or loelntP,,,,,,
1645,1:00:12,Lol. I’m just messing with u Brian.,username@ yaziWy Wa,,,,,,
1646,1:00:12,yes,username@or loelntP,,,,,,
1647,1:00:23,Yeah,username@SeSeGSt7GG,,,,,,
1648,1:00:38,My room is haunted and I’m scared. Don’t leave,username@ yaziWy Wa,,,,,,
1649,1:00:39,he cant read them all,username@iggsGesLaL,,,,,,
1650,1:00:40,"but the round had just started, how did he have it on cooldown",username@SiSdiuiiik,,,,,,
1651,1:00:42,too much,username@iggsGesLaL,,,,,,
1652,1:00:45,It’s 1 am,username@ yaziWy Wa,,,,,,
1653,1:00:52,there was no dead body or anything in the corridor to the right,username@SiSdiuiiik,,,,,,
1654,1:01:00,either that or i am blind lol,username@SiSdiuiiik,,,,,,
1655,1:01:24,Yo members only nice,username@rBNnrNnttN,,,,,,
1656,1:01:27,i think boomer killed before going into lab,username@or loelntP,,,,,,
1657,1:01:42,YO WE HIT 1000 DAMN,username@rBNnrNnttN,,,,,,
1658,1:01:46,IM LATE,username@rBNnrNnttN,,,,,,
1659,1:01:46,hey ! @ByronNotBrian,username@eylAKAl ey,,,,,,
1660,1:02:03,@Kelly A. hey how are yah,username@rBNnrNnttN,,,,,,
1661,1:02:05,Our Boi's got 1k YT Members! Way to simp it up everyone!,username@eg adeer e,,,,,,
1662,1:02:15,better late than never,username@___1111_5,,,,,,
1663,1:02:20,we are the best simps,username@y2ny2FyOO2,,,,,,
1664,1:02:31,"i aint no simp, i am just a shrimp",username@SiSdiuiiik,,,,,,
1665,1:02:35,Yaasssss!!!! Great job Brian,username@aehnfehnnd,,,,,,
1666,1:02:35,I'm good! hbu? :),username@eylAKAl ey,,,,,,
1667,1:02:38,Gottas simp for someone,username@rBNnrNnttN,,,,,,
1668,1:02:44,What'd I miss?,username@a2v998eFma,,,,,,
1669,1:02:51,and i am a smol snek,username@___1111_5,,,,,,
1670,1:02:58,Brian who killed you?,username@rBNnrNnttN,,,,,,
1671,1:03:10,@Kelly A. I'm doing good!,username@rBNnrNnttN,,,,,,
1672,1:03:11,a,username@SiSdiuiiik,,,,,,
1673,1:03:13,he got voted off,username@or loelntP,,,,,,
1674,1:03:17,Brian killed himself lmao,username@l eestlBss,,,,,,
1675,1:03:17,Primo Simps Unite!!!,username@eg adeer e,,,,,,
1676,1:03:20,He was the impostor,username@l eestlBss,,,,,,
1677,1:03:24,ahh ok lol,username@rBNnrNnttN,,,,,,
1678,1:03:53,i was right about cooldown,username@or loelntP,,,,,,
1679,1:04:17,then i am blind as heck lol,username@SiSdiuiiik,,,,,,
1680,1:04:59,we all have blind moments,username@or loelntP,,,,,,
1681,1:05:03,Got space for one more?,username@eg adeer e,,,,,,
1682,1:05:16,Bloody great,username@aiaxTyexRa,,,,,,
1683,1:05:17,Hi Brian! Hope you're doing well,username@ppliaiNNlN,,,,,,
1684,1:05:18,Lmao how many hours does Nogla have in this game at this point,username@l eestlBss,,,,,,
1685,1:05:20,love the layout brian,username@y2ny2FyOO2,,,,,,
1686,1:05:40,Gotta stay hydrated,username@rBNnrNnttN,,,,,,
1687,1:05:54,I’m still surprised you said my name right hahaha,username@aiaxTyexRa,,,,,,
1688,1:06:10,need a drink water emote..lol,username@uAusaya sl,,,,,,
1689,1:06:22,how do u tip via stream labs?? I usually donate alot but didn't know it all didn't go for him.. :/,username@shehesAwAw,,,,,,
1690,1:06:27,Was I the only one who saw a vodka bottle after he got voted off,username@ yaziWy Wa,,,,,,
1691,1:06:40,love the constant feud between nogla and Brian every game they play lol,username@___1111_5,,,,,,
1692,1:06:43,@Acehawks there's a link in the description to streamlabs! :),username@y2ny2FyOO2,,,,,,
1693,1:06:55,💦🍼,username@eylAKAl ey,,,,,,
1694,1:06:59,The streamlabs link is in the description,username@rBNnrNnttN,,,,,,
1695,1:07:03,thank yoh,username@shehesAwAw,,,,,,
1696,1:07:09,1010,username@aiaxTyexRa,,,,,,
1697,1:07:10,wow baby bottle comes up when searching for bottle haha,username@eylAKAl ey,,,,,,
1698,1:07:13,when in doubt lie your way out,username@or loelntP,,,,,,
1699,1:07:17,idk why I haven't ever subbed to you Brian lol you are just as fun as Lanai 🤣,username@opSCprpaCb,,,,,,
1700,1:07:27,1010 sponsors!!!! Yaaasssss !!!!!!! :_terroriserLove::_terroriserLove::_terroriserLove:,username@aehnfehnnd,,,,,,
1701,1:07:56,would be nice to see 1111,username@uAusaya sl,,,,,,
1702,1:08:08,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@zcteiuuiWW,,,,,,
1703,1:08:11,Thank you to all the new members!!:_terroriserLove::_terroriserLove:,username@y2ny2FyOO2,,,,,,
1704,1:08:20,super nice and humble and handsome hes just the greatest,username@l eestlBss,,,,,,
1705,1:08:27,no problem,username@NNRXi ERXi,,,,,,
1706,1:08:47,"""nIcE gUyS fInIsH lAsT""",username@rBNnrNnttN,,,,,,
1707,1:08:54,Fix the computer,username@aehnfehnnd,,,,,,
1708,1:08:57,:_terroriserSweat:,username@ yaziWy Wa,,,,,,
1709,1:08:58,We only see Brian lmao,username@seJesseJJJ,,,,,,
1710,1:09:01,:_terroriserCarry:,username@eylAKAl ey,,,,,,
1711,1:09:03,now time for you to die first round,username@or loelntP,1,,,,,1
1712,1:09:05,Silent Brian time,username@ yaziWy Wa,,,,,,
1713,1:09:10,As much as I love your face Brian where’s the game,username@l odelov e,,,,,,
1714,1:09:10,Wait are you getting off?,username@tosmacomcn,,,,,,
1715,1:09:11,:_terroriserFail::_terroriserFail::_terroriserFail::_terroriserFail:,username@y2ny2FyOO2,,,,,,
1716,1:09:13,screen,username@or loelntP,,,,,,
1717,1:09:16,We only see your face,username@aehnfehnnd,,,,,,
1718,1:09:16,Bring back silent brian,username@ yaziWy Wa,,,,,,
1719,1:09:17,Bri Bri:_terroriserCry:,username@uAusaya sl,,,,,,
1720,1:09:19,stream sniper lol,username@rBNnrNnttN,,,,,,
1721,1:09:26,Bring back silent Brian,username@ yaziWy Wa,,,,,,
1722,1:09:33,LOL,username@y2ny2FyOO2,,,,,,
1723,1:09:36,lmao,username@l eestlBss,,,,,,
1724,1:09:37,realisation,username@or loelntP,,,,,,
1725,1:09:39,well this is awkward,username@SiSdiuiiik,,,,,,
1726,1:09:41,Oof,username@rBNnrNnttN,,,,,,
1727,1:09:47,imposter,username@or loelntP,,,,,,
1728,1:09:48,lol,username@SiSdiuiiik,,,,,,
1729,1:09:54,As geniune as jacksepticeye,username@a2v998eFma,,,,,,
1730,1:10:05,That oh shit moment 😂😂😂😂😂,username@aehnfehnnd,,,,,,
1731,1:10:06,Brian start talking they'll sus you out right away,username@rBNnrNnttN,,,,,,
1732,1:10:08,"Want to join the TerrorFam? Become a member to my channel and get access to ""Member-Only Chat"" and the Terroriser Private Discord! https://www.youtube.com/channel/UCQio...",username@hNtttggNoh,,,,,,
1733,1:10:21,take care man,username@mooDossaDo,,,,,,
1734,1:11:41,I think this is my favourite map,username@y2ny2FyOO2,,,,,,
1735,1:11:58,"I like this nice quiet Brian, I can multitask finally",username@rBNnrNnttN,,,,,,
1736,1:12:05,lol,username@rBNnrNnttN,,,,,,
1737,1:12:20,Glad I decided to be a member. Brian is my favorite out of the group. Always makes me laugh.,username@ssasssmSss,,,,,,
1738,1:12:22,They've been targeted for termination,username@a2v998eFma,,,,,,
1739,1:12:28,Silent but Deadly Brian!,username@eg adeer e,,,,,,
1740,1:13:08,who else thought of that the wrong way? :p,username@uAusaya sl,,,,,,
1741,1:13:10,"Use Streamlabs to give 100% of your donation to Terroriser! SuperChats take out a portion, use this link instead --> https://streamlabs.com/terroriser/tip",username@hNtttggNoh,,,,,,
1742,1:13:27,Hi @Renegade Media Group I'm subscribed to your channel,username@a2v998eFma,,,,,,
1743,1:13:34,bruh,username@sheToTeAhh,,,,,,
1744,1:13:56,#Jaws,username@a2v998eFma,,,,,,
1745,1:14:11,Thank You @Fevermania289 ! Always appreciate it.,username@eg adeer e,,,,,,
1746,1:14:41,👍,username@a2v998eFma,,,,,,
1747,1:14:59,Be Patient Brian! All in due time.,username@eg adeer e,,,,,,
1748,1:15:36,"Well, that's one down",username@eg adeer e,,,,,,
1749,1:15:44,Hello people,username@e mMisleoa,,,,,,
1750,1:15:44,Cmon Brian!!!,username@eg adeer e,,,,,,
1751,1:16:54,There goes Aliyah!,username@eg adeer e,,,,,,
1752,1:16:57,The debate begins,username@a2v998eFma,,,,,,
1753,1:17:18,You misspelled guaranteed.,username@SDSaDmoCDa,,,,,,
1754,1:17:20,hello Rosie!,username@eylAKAl ey,,,,,,
1755,1:18:04,Oh hey Kelly,username@e mMisleoa,,,,,,
1756,1:18:17,No end to the debate. It'll be skipped,username@a2v998eFma,,,,,,
1757,1:18:21,it's me... I'm the imposter...,username@rs lTsloys,,,,,,
1758,1:18:40,nvm they voted,username@a2v998eFma,,,,,,
1759,1:18:51,hows you? :),username@eylAKAl ey,,,,,,
1760,1:19:04,Another down!,username@y2ny2FyOO2,,,,,,
1761,1:19:05,Good and you?,username@e mMisleoa,,,,,,
1762,1:19:41,Who's the target for termination? #Terminate,username@a2v998eFma,,,,,,
1763,1:19:41,kill someone Brian! lol,username@eylAKAl ey,,,,,,
1764,1:19:48,in doing good :),username@eylAKAl ey,,,,,,
1765,1:20:00,c'mon get that dub Brian!,username@y2ny2FyOO2,,,,,,
1766,1:20:09,Another one bites the dust! And Another one bites and another one bites,username@e mMisleoa,,,,,,
1767,1:21:19,This is crazy. there was no kills,username@a2v998eFma,,,,,,
1768,1:22:06,"Want to join the TerrorFam? Become a member to my channel and get access to ""Member-Only Chat"" and the Terroriser Private Discord! https://www.youtube.com/channel/UCQio...",username@hNtttggNoh,,,,,,
1769,1:22:38,that was close,username@e mMisleoa,,,,,,
1770,1:23:02,"I’m heading off, thanks guys, have a great rest of the day",username@aiaxTyexRa,,,,,,
1771,1:23:08,WOOOOO,username@y2ny2FyOO2,,,,,,
1772,1:23:10,GG,username@opSCprpaCb,,,,,,
1773,1:23:10,noice,username@e mMisleoa,,,,,,
1774,1:23:13,YESSSSS,username@y2ny2FyOO2,,,,,,
1775,1:23:13,GG,username@rBNnrNnttN,,,,,,
1776,1:23:14,he won imposter,username@or loelntP,,,,,,
1777,1:23:16,:_terroriserLove::_terroriserLove::_terroriserLove:,username@eylAKAl ey,,,,,,
1778,1:23:16,LETS GOOOOOOOOOOO,username@opSCprpaCb,,,,,,
1779,1:23:17,GG,username@aiaxTyexRa,,,,,,
1780,1:23:21,:_terroriserGGG::_terroriserGGG::_terroriserGGG::_terroriserGGG::_terroriserGGG::_terroriserGGG:,username@l eestlBss,,,,,,
1781,1:23:25,:_terroriserGGG::_terroriserGGG::_terroriserGGG::_terroriserGGG::_terroriserGGG:,username@y2ny2FyOO2,,,,,,
1782,1:23:32,Omg. They were the imposters? WHAT?,username@a2v998eFma,,,,,,
1783,1:23:35,Holy Cow! Good Job Brian!!!,username@eg adeer e,,,,,,
1784,1:23:36,Silent Brian strikes again,username@rBNnrNnttN,,,,,,
1785,1:24:06,I lost hope for a min 😂😂,username@aehnfehnnd,,,,,,
1786,1:24:12,Gg,username@aehnfehnnd,,,,,,
1787,1:24:33,Belch from Brian!,username@eg adeer e,,,,,,
1788,1:24:51,"Alright, I'm going to get this game lol. What bundle should I get?",username@opSCprpaCb,,,,,,
1789,1:25:25,"Hey guys. 1,013 members! Nice😊👍🏾",username@rsdsaa'ese,,,,,,
1790,1:25:26,dead soon,username@or loelntP,,,,,,1
1791,1:25:30,very punny,username@e mMisleoa,,,,,,
1792,1:25:39,"You can download it as an app for free, that's what I did",username@l eestlBss,,,,,,
1793,1:25:49,You did good Brain. You were the true silent killer!,username@eg adeer e,,,,,,
1794,1:26:01,Hi Jade!:_terroriserLove:so many new members!,username@y2ny2FyOO2,,,,,,
1795,1:26:19,Brian is sus,username@lirCpCayto,,,,,,
1796,1:26:23,I also just realized there's 20k watching holy feck,username@l eestlBss,,,,,,
1797,1:26:26,Are we at 1000 members yet?,username@e mMisleoa,,,,,,
1798,1:26:27,Hey Fynx:_terroriserLove: Right!,username@rsdsaa'ese,,,,,,
1799,1:26:48,yes rosie,username@or loelntP,,,,,,
1800,1:27:04,nice,username@e mMisleoa,,,,,,
1801,1:27:05,@Rosie Marshmallow Yup! the counter for members is on brians cam!,username@y2ny2FyOO2,,,,,,
1802,1:27:36,RIP to Brian Nogla is out for you,username@rBNnrNnttN,,,,,,
1803,1:27:37,oh yeah it is! I didn't notice that lol,username@e mMisleoa,,,,,,
1804,1:27:52,Since you won. Everyone's gonna be sus of you,username@eg adeer e,,,,,,
1805,1:28:02,YAY BRIANS ON!!!,username@ooottsteeo,,,,,,
1806,1:28:12,"Use Streamlabs to give 100% of your donation to Terroriser! SuperChats take out a portion, use this link instead --> https://streamlabs.com/terroriser/tip",username@hNtttggNoh,,,,,,
1807,1:28:16,20k Views right now!!!!,username@opSCprpaCb,,,,,,
1808,1:28:29,poggers,username@lirCpCayto,,,,,,
1809,1:29:03,I agree with the message above me,username@lirCpCayto,,,,,,
1810,1:29:08,Nogla's going full bloodhound right now,username@eg adeer e,,,,,,
1811,1:29:10,I haven’t seen u on twitch 😞,username@uesWeyWsWl,,,,,,
1812,1:29:33,oof lol,username@e mMisleoa,,,,,,
1813,1:29:34,Whats Brian's Discord?,username@opSCprpaCb,,,,,,
1814,1:29:38,Nogla's the killer. Get rid of him,username@a2v998eFma,,,,,,
1815,1:29:40,can we get to 2000 member's for brain right now,username@nFarlaoens,,,,,,
1816,1:29:51,!discord,username@rsdsaa'ese,,,,,,
1817,1:29:57,"YOU MUST DO THIS ON THE PC/MAC PROGRAM. In User Settings, go to Connections and connect your Youtube account. Wait up to 24 Hours. It will show up here. When it does, click Join.",username@hNtttggNoh,,,,,,
1818,1:30:11,Get duped,username@rBNnrNnttN,,,,,,
1819,1:31:26,I think it's Boomer,username@eg adeer e,,,,,,
1820,1:32:01,I vote for Boomer hands down,username@a2v998eFma,,,,,,
1821,1:32:05,Is Brian pulling a Third Imposter?,username@eg adeer e,,,,,,
1822,1:32:16,mau,username@or loelntP,,,,,,
1823,1:32:22,"Oh yeah, people make turnips into creepy lanterns on Halloween, right?",username@e mMisleoa,,,,,,
1824,1:32:32,"I like the Discord, it's neat",username@lirCpCayto,,,,,,
1825,1:32:35,boomer,username@or loelntP,,,,,,
1826,1:32:43,RIP,username@rBNnrNnttN,,,,,,
1827,1:32:49,Brian third imposter confirmed 😂,username@y2ny2FyOO2,,,,,,
1828,1:32:55,GG,username@rBNnrNnttN,,,,,,
1829,1:32:55,well rip 😆,username@l eestlBss,,,,,,
1830,1:33:05,brian 3rd,username@or loelntP,,,,,,
1831,1:33:08,😂😂,username@rsdsaa'ese,,,,,,
1832,1:33:09,Nice Job Brian!,username@eg adeer e,,,,,,
1833,1:33:18,WE CALLED IT! IT WAS BOOMER!,username@a2v998eFma,,,,,,
1834,1:33:21,yes @rosey,username@rs lTsloys,,,,,,
1835,1:33:29,This is not a good night😂,username@rsdsaa'ese,,,,,,
1836,1:33:35,*Rosie,username@rs lTsloys,,,,,,
1837,1:33:46,wow,username@nFarlaoens,,,,,,
1838,1:33:52,What have you done Brian?,username@a2v998eFma,,,,,,
1839,1:34:04,Get in the game Brian!,username@eg adeer e,,,,,,
1840,1:34:07,"Want to join the TerrorFam? Become a member to my channel and get access to ""Member-Only Chat"" and the Terroriser Private Discord! https://www.youtube.com/channel/UCQio...",username@hNtttggNoh,,,,,,
1841,1:34:44,Big dupe,username@rBNnrNnttN,,,,,,
1842,1:34:55,Get your game in the head!,username@lirCpCayto,,,,,,
1843,1:34:56,Big Brain,username@MxrEeroxMM,,,,,,
1844,1:35:16,Why? Why do you want to die early?,username@a2v998eFma,,,,,,
1845,1:35:31,dont worry brian your still very good at this game,username@ooottsteeo,,,,,,
1846,1:35:37,NO NOT GRIMACE!,username@rs lTsloys,,,,,,
1847,1:35:42,Guys I think Boomer is the impostor again!,username@lirCpCayto,,,,,,
1848,1:35:46,Brian's feeling bad about the last game.,username@eg adeer e,,,,,,
1849,1:36:03,Bet 20 its mau now,username@rBNnrNnttN,,,,,,
1850,1:36:09,Aliyah is quiet.. sus,username@eylAKAl ey,,,,,,
1851,1:36:34,i need to get this game,username@nFarlaoens,,,,,,
1852,1:36:34,they are all sus,username@thehursaha,,,,,,
1853,1:36:50,"Yes you do, Dylan",username@lirCpCayto,,,,,,
1854,1:36:58,The Boys from down under are having a tiff.,username@eg adeer e,,,,,,
1855,1:37:15,they blewin,username@y2ny2FyOO2,,,,,,
1856,1:37:29,It’s ok man I stupidly killed and didn’t even realize where I was and got caught,username@uesWeyWsWl,,,,,,
1857,1:37:31,Sladezz don't you dare,username@lirCpCayto,,,,,,
1858,1:38:08,Don't be spamming the answers,username@rsdsaa'ese,,,,,,
1859,1:38:12,How does one get to the discord...?,username@rs lTsloys,,,,,,
1860,1:38:19,"If it makes anyone feel better about their skill in this game, I vented in front of 3 people once",username@lirCpCayto,1,,,,,
1861,1:38:20,see Brian get voted offf for finding bodies lol,username@e mMisleoa,,,,,,
1862,1:38:23,!discord,username@y2ny2FyOO2,,,,,,
1863,1:38:24,!discord,username@lirCpCayto,,,,,,
1864,1:38:25,"YOU MUST DO THIS ON THE PC/MAC PROGRAM. In User Settings, go to Connections and connect your Youtube account. Wait up to 24 Hours. It will show up here. When it does, click Join.",username@hNtttggNoh,,,,,,
1865,1:38:30,!discord,username@rsdsaa'ese,,,,,,
1866,1:38:34,"YOU MUST DO THIS ON THE PC/MAC PROGRAM. In User Settings, go to Connections and connect your Youtube account. Wait up to 24 Hours. It will show up here. When it does, click Join.",username@hNtttggNoh,,,,,,
1867,1:38:44,Seems chumpy,username@rBNnrNnttN,,,,,,
1868,1:38:45,!discord,username@eg adeer e,,,,,,
1869,1:38:54,heard,username@rs lTsloys,,,,,,
1870,1:39:01,thanks guys,username@rs lTsloys,,,,,,
1871,1:39:06,!discord,username@e mMisleoa,,,,,,
1872,1:39:08,"YOU MUST DO THIS ON THE PC/MAC PROGRAM. In User Settings, go to Connections and connect your Youtube account. Wait up to 24 Hours. It will show up here. When it does, click Join.",username@hNtttggNoh,,,,,,
1873,1:39:51,worst map,username@thehursaha,,,,,,
1874,1:41:07,Brian being framed for real,username@lirCpCayto,,,,,,
1875,1:41:09,Is someone trying to set Brian up?,username@e mMisleoa,,,,,,
1876,1:41:29,For real lol 3 bodies,username@opSCprpaCb,,,,,,
1877,1:41:36,I started playing this game because of this man,username@  geno  t,,,,,,
1878,1:41:56,watch it be Nogla,username@  geno  t,,,,,,
1879,1:41:57,They're trying sooo hard to frame Brian!,username@eg adeer e,,,,,,
1880,1:42:10,Don't think it's Nogla.,username@eg adeer e,,,,,,
1881,1:42:15,"Nogla is very sus, he votes for someone every round",username@lirCpCayto,,,,,,
1882,1:42:24,I'm still thinking mau,username@rBNnrNnttN,,,,,,
1883,1:42:27,I say vote Nogla,username@opSCprpaCb,,,,,,
1884,1:42:28,I feel like Aaliyah is being very quiet,username@l eestlBss,,,,,,
1885,1:42:28,super sjs,username@  geno  t,,,,,,
1886,1:42:37,Either Nogla or Noah imo,username@lirCpCayto,,,,,,
1887,1:42:38,It's Nogla,username@e mMisleoa,,,,,,
1888,1:42:43,Aliyah and Noah... has to be,username@eg adeer e,,,,,,
1889,1:42:46,Hello Brain,username@gRLr grhA,,,,,,
