,time_text,message,author,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic
3362,3:04:55,Lets see it White Goodman,username@dwcahdM No,,,,,,
3363,3:04:55,Brian love your content keep up the good work but are you gonna play Super Mario Galaxy?,username@yennyyxnlA,,,,,,
3364,3:04:56,i wanna join QwQ,username@NDORDDORoH,,,,,,
3365,3:04:57,Your Channel Is The Fucking Best,username@nxM xaaank,,,,,,
3366,3:04:57,I might make a Leo pyramid in Discord if it's not spam 😆,username@lirCpCayto,,,,,,
3367,3:04:58,#JuryTerroriser bring the gavel in,username@alimlynaRl,,,,,,
3368,3:04:58,Is Brian going to be on another episode of the WILDCAST?,username@aaarCyyaoC,,,,,,
3369,3:04:59,I was gone for a bit what happened,username@nFarlaoens,,,,,,
3370,3:05:00,Why is the stream upside down?,username@LLLka kaaL,,,,,,
3371,3:05:01,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@lliiliiis ,,,,,,
3372,3:05:02,20k live viewers=dead channel,username@mcm a kssi,,,,,,
3373,3:05:02,Sometimes it takes to be best boy to be best girl,username@yJVr yeriy,,,,,,
3374,3:05:06,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@rs lTsloys,,,,,,
3375,3:05:07,"​i found terrorizer to be so funny even before he started being more vocal in the group, he was underrated back then but i was so excited to watch him play whenever i watched him on vanoss's channel",username@en i nbFeb,,,,,,
3376,3:05:11,"Terroriser: has 21K viewers, Also Terroriser: my channel is dead",username@ E* l*El*a,,,,,,
3377,3:05:14,we go on benders of watching prop hunt clips too often for your channel to die brian lmfao,username@iSreroSdil,,,,,,
3378,3:05:15,why do you think your channel is dead? :( or is the joke going over my head,username@cccccccccc,,,,,,
3379,3:05:16,"hi, do you know Mihacker?",username@p-eexjj1pe,,,,,,
3380,3:05:16,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@lliiliiis ,,,,,,
3381,3:05:20,"Nice, is this a Leo meme raid?",username@aeGeeGeGna,,,,,,
3382,3:05:21,Anything for Leo meme :_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@cFFerGiFGi,,,,,,
3383,3:05:23,how delayed is your atream? brian,username@eeaeuetaee,,,,,,
3384,3:05:25,SING FOR US,username@yoheeyoye ,,,,,,
3385,3:05:25,ITS SCARY AND FRESH,username@aaClrllrlC,,,,,,
3386,3:05:27,as long as your here your channel will never be dead,username@nmorCC mnC,,,,,,
3387,3:05:27,Ho ho ho,username@raeBcrZaor,,,,,,
3388,3:05:29,Nogla is a good dectective,username@oKr ikitat,,,,,,
3389,3:05:29,20K live viewers? it aint dead brian,username@ioiNNaNaai,,,,,,
3390,3:05:30,#justiceforterroriser,username@SlAtlguueA,,,,,,
3391,3:05:32,"T_T when i’m able to, i’ll become a member",username@HANANAHAHH,,,,,,
3392,3:05:33,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@M6tsseMeee,,,,,,
3393,3:05:35,Laserbeam refuses to do tasks,username@n nza evan,,,,,,
3394,3:05:35,Time to get paid,username@ttrzrCrarn,,,,,,
3395,3:05:36,sus?,username@FFtoFaSFko,,,,,,
3396,3:05:37,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@McePPet at,,,,,,
3397,3:05:39,It happened very recently. You could say this was a FRESH KILL...,username@ellh lndnt,,,,,,
3398,3:05:43,when you have a little bit of food stuck to your upper lip :_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@bel eebttb,,,,,,
3399,3:05:44,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@lliiliiis ,,,,,,
3400,3:05:45,:_terroriserCrown::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriser1up::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserStar::_terroriserCoin::_terroriserCoin::_terroriserCoin::_terroriserCoin::_terroriserCoin::_terroriserCoin::_terroriserLeo::_terroriserLeo:,username@rarroaDarr,,,,,,
3401,3:05:45,it is l and nogla,username@Hhaded yeH,,,,,,
3402,3:05:51,:_terroriserTesla::_terroriserTesla::_terroriserTesla:,username@nFarlaoens,,,,,,
3403,3:05:52,what happen?,username@rFZrNuNNZN,,,,,,
3404,3:05:53,SUBSCRIBE GUYS,username@nneeeoe30p,,,,,,
3405,3:05:55,:_terroriserStar::_terroriser1up::_terroriserRedCoin::_terroriserCoin::_terroriserBlueCoin::_terroriserLeo:,username@M6tsseMeee,,,,,,
3406,3:05:58,My god dat boi’s mic is making my ears bleed,username@alimlynaRl,,,,,,
3407,3:05:59,this game will be dead in a week... order in the court🤣🤣,username@ny araFFrr,,,,,,
3408,3:06:00,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@lliiliiis ,,,,,,
3409,3:06:02,:buffering::oops::thanksdoc:,username@xLxxELBxEB,,,,,,
3410,3:06:02,Brian love your content keep up the good work but are you gonna play Super Mario Galaxy?,username@yennyyxnlA,,,,,,
3411,3:06:03,:_terroriserStar::_terroriserCrown::_terroriserStar::_terroriserCrown::_terroriserStar::_terroriserCrown::_terroriserStar::_terroriserCrown::_terroriserStar::_terroriserCrown::_terroriserStar::_terroriserCrown::_terroriserStar::_terroriserCrown::_terroriserStar::_terroriserCrown::_terroriserStar::_terroriserCrown:,username@McePPet at,,,,,,
3412,3:06:04,Guys I hate to say it but I think Leo is sus,username@dilggPgmdd,,,,,,
3413,3:06:05,Leonardo DAVINKY?,username@alaLlD irl,,,,,,
3414,3:06:07,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserBlueCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserRedCoin::_terroriserCoin::_terroriserCoin::_terroriserCoin::_terroriserCoin::_terroriserStar::_terroriserStar::_terroriserStar::_terroriserStar:,username@rsdsaa'ese,,,,,,
3415,3:06:08,:_terroriserTesla::_terroriserTesla::_terroriserTesla::_terroriserTesla::_terroriserTesla::_terroriserTesla::_terroriserTesla::_terroriserTesla::_terroriserTesla::_terroriserTesla::_terroriserLove::_terroriserLove::_terroriserLove::_terroriserLove::_terroriserLove::_terroriserLove::_terroriserLove::_terroriserLove::_terroriserLove::_terroriserLove:,username@M6tsseMeee,,,,,,
3416,3:06:09,Does it give you want like rashes? Mine always do,username@omoE dAEev,,,,,,
3417,3:06:09,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@opSCprpaCb,,,,,,
3418,3:06:14,Brian always dies first ripppp,username@e33ee3e:3:,,,,,,
3419,3:06:15,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@lliiliiis ,,,,,,
3420,3:06:15,hey Brian what time is it there,username@agakk8ga2g,,,,,,
3421,3:06:16,why does he think his channel is dead?,username@en i nbFeb,,,,,,
3422,3:06:17,I really wanna be a member but can't right now love you Brian,username@maarxBaxIa,,,,,,
3423,3:06:17,why do you say your channel is dead?,username@cccccccccc,,,,,,
3424,3:06:19,"Terroriser: has 21K viewers, Also Terroriser: my channel is dead",username@ E* l*El*a,,,,,,
3425,3:06:22,ZA WARUDO,username@Snhdewnooh,,,,,,
3426,3:06:22,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@seJesseJJJ,,,,,,
3427,3:06:27,when you're eating pancakes at 3pm,username@eeaeuetaee,,,,,,
3428,3:06:27,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@lliiliiis ,,,,,,
3429,3:06:28,play with vanoss or wildcatttt🥺,username@PGAPCA0PGP,,,,,,
3430,3:06:28,2 new members,username@M6tsseMeee,,,,,,
3431,3:06:30,Who killed him,username@elsMisihWi,,,,,,
3432,3:06:31,HI BRIAN,username@BrrmHruegu,,,,,,
3433,3:06:35,Hmm I sus brodie as well,username@ioToHatlss,,,,,,
3434,3:06:36,:_terroriserBan::_terroriserBan:,username@nneeeoe30p,,,,,,
3435,3:06:36,I could maybe make it bigger and take the background out,username@MxrEeroxMM,,,,,,
3436,3:06:39,man it fresh,username@sBiisdBoss,,,,,,
3437,3:06:46,:_terroriser1up:,username@nnneyyntVn,,,,,,
3438,3:06:47,Brian you should play phasmophobia.,username@DDDehdeoSa,,,,,,
3439,3:06:48,SCARY AND FRESH ARE THE IMPOSTOR,username@aaClrllrlC,,,,,,
3440,3:06:49,Ho ho ho,username@raeBcrZaor,,,,,,
3441,3:06:51,Close to 4 mill,username@dwcahdM No,,,,,,
3442,3:06:52,hello!,username@ssdjssdjhs,,,,,,
3443,3:06:53,CLEAR,username@auast MaaK,,,,,,
3444,3:06:53,:_terroriserStar:,username@seJesseJJJ,,,,,,
3445,3:06:54,no :),username@tw3 t t1n2,,,,,,
3446,3:06:54,"you’ll succeed even more, no worries",username@HANANAHAHH,,,,,,
3447,3:06:56,No shiny head today lmao,username@atooettoom,,,,,,
3448,3:06:56,but what do we do if we are already subscribed brian!,username@bel eebttb,,,,,,
3449,3:06:58,I mean you are streaming at like 2 am,username@Pgkpppppkl,,,,,,
3450,3:07:01,Hi Brian,username@h  h Chhss,,,,,,
3451,3:07:01,fresh and nogla,username@gMmmmman1a,,,,,,
3452,3:07:02,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@MxrEeroxMM,,,,,,
3453,3:07:02,subs have gone cold thats why i think hes sayin its dead,username@gNNaFut hr,,,,,,
3454,3:07:03,i can unsub and resub if ya like xD,username@iSreroSdil,,,,,,
3455,3:07:06,ur channel is not dead man.. ❤ i think your channel is great and thriving slowly wish I could sub here bro but still wishing u the best man,username@LussisLisi,,,,,,
3456,3:07:07,:_terroriser1up:,username@GlyllliGiG,,,,,,
3457,3:07:07,brian I don't got,username@RooemiRsmi,,,,,,
3458,3:07:07,Da Vinky???,username@alaLlD irl,,,,,,
3459,3:07:09,Give him the Whiteboy7thst treatment,username@rBNnrNnttN,,,,,,
3460,3:07:09,I thought it was fresh and lazer,username@inaelSSCaa,,,,,,
3461,3:07:11,we still love u Brian,username@ioWas MzMo,,,,,,
3462,3:07:11,"man, you deserve millions more subs:_terroriserLove:",username@cccccccccc,,,,,,
3463,3:07:11,I LOVE THE STREAM Keep it up brian,username@avnllyvaly,,,,,,
3464,3:07:12,":_terroriserBan::_terroriserBan:Bryan be like ""Order""",username@nneeeoe30p,,,,,,
3465,3:07:14,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@lliiliiis ,,,,,,
3466,3:07:15,how long are you streamung for,username@oeaoeygege,,,,,,
3467,3:07:16,hi brian my husband and i love ur videos,username@ greteiehi,,,,,,
3468,3:07:18,@Terroriser do a flip,username@ entnee7 t,,,,,,
3469,3:07:19,69 dislikes NICE,username@aopTpoonpm,,,,,,
3470,3:07:21,Rip Fresh lol,username@ allrhyra ,,,,,,
3471,3:07:21,Noglas heart,username@oom eeeonm,,,,,,
3472,3:07:22,Who says you're dead? you are the best man!,username@ceelemomih,,,,,,
3473,3:07:24,I got noticed by Terroriser by staying up past 3 am. Life is good 😂. Love ya Brian,username@ E* l*El*a,,,,,,
3474,3:07:27,#believeinbrian,username@oKr ikitat,,,,,,
3475,3:07:27,I didn't even get to write my message,username@rs lTsloys,,,,,,
3476,3:07:29,when you gunna soundboard nogla again lol,username@Ahnehee  e,,,,,,
3477,3:07:31,howdy doody,username@seheaTrsee,,,,,,
3478,3:07:33,how delayed is th stream brian. i'd assume not that much considering you upload first,username@eeaeuetaee,,,,,,
3479,3:07:37,get vanoss and wildcat in here!!!,username@PGAPCA0PGP,,,,,,
3480,3:07:38,when are you gonna get imposter,username@NNNMoooooe,,,,,,
3481,3:07:39,DAMN!!!,username@nneeeoe30p,,,,,,
3482,3:07:48,Neat,username@ ow SwM wo,,,,,,
3483,3:07:58,O r g y,username@dilggPgmdd,,,,,,
3484,3:08:00,Ho ho ho,username@raeBcrZaor,,,,,,
3485,3:08:02,Hello,username@tot2lpploo,,,,,,
3486,3:08:04,Someone bout to die there,username@lirCpCayto,,,,,,
3487,3:08:05,WHO THE HELL DISLIKE THE LIVE STREAM?!?!,username@BrrmHruegu,,,,,,
3488,3:08:06,#TerrorTesla:_terroriserTesla::_terroriserTesla::_terroriserTesla::_terroriserTesla:,username@rsdsaa'ese,,,,,,
3489,3:08:07,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@lliiliiis ,,,,,,
3490,3:08:10,slowly gaining subs as no channel starts millions of subs,username@SAz lStltl,,,,,,
3491,3:08:15,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@adaarhiaht,,,,,,
3492,3:08:19,:_terroriserLeo::_terroriserLeo:,username@rarroaDarr,,,,,,
3493,3:08:22,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@yenrKyB rr,,,,,,
3494,3:08:25,as long as your alive your channel will never die,username@nmorCC mnC,,,,,,
3495,3:08:27,:_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@M6tsseMeee,,,,,,
3496,3:08:31,:_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@M6tsseMeee,,,,,,
3497,3:08:31,It’s the new member counter,username@rarroaDarr,,,,,,
3498,3:08:34,I don't got views I only got 48 subscribers,username@RooemiRsmi,,,,,,
3499,3:08:35,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@lliiliiis ,,,,,,
3500,3:08:36,I CALLED IT ITS FRESH AND SCARY,username@aaClrllrlC,,,,,,
3501,3:08:38,@Kimmerbly Bee Number of members,username@lirCpCayto,,,,,,
3502,3:08:41,it means new members the number in the corner,username@nneeeoe30p,,,,,,
3503,3:08:41,kimmerbly it's his member count,username@eeaeuetaee,,,,,,
3504,3:08:41,your videos get hundreds of thousands of views in the first day or two. how is that a dead channel??,username@ttaraartot,,,,,,
3505,3:08:44,#believeinbrian,username@oKr ikitat,,,,,,
3506,3:08:45,:goodvibes:,username@ggdDañgn a,,,,,,
3507,3:08:47,Oof,username@rBNnrNnttN,,,,,,
3508,3:08:48,howdy doody,username@seheaTrsee,,,,,,
3509,3:08:52,How do I use the emojis,username@lgosilahHa,,,,,,
3510,3:08:53,Welp it's not brodie lmao,username@ioToHatlss,,,,,,
3511,3:08:58,I literally left noglas stream as soon as Brian started streaming. Been here the whole time :_terroriserLove::_terroriserTesla::_terroriserLove::_terroriserTesla:,username@ssasssmSss,,,,,,
3512,3:08:58,😂😂,username@rsdsaa'ese,,,,,,
3513,3:09:01,☠,username@mddhhemhhA,,,,,,
3514,3:09:05,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@opSCprpaCb,,,,,,
3515,3:09:06,I'm back after a few hours,username@TnenanhSnm,,,,,,
3516,3:09:07,Got ganked lol,username@rBNnrNnttN,,,,,,
3517,3:09:11,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@lliiliiis ,,,,,,
3518,3:09:11,F for scary,username@o d  Beooe,,,,,,
3519,3:09:14,😆 😆 😆,username@lirCpCayto,,,,,,
3520,3:09:22,hi terroriser,username@i9 we Swag,,,,,,
3521,3:09:26,:elbowcough::elbowcough::elbowcough:,username@ i mgGnGmh,,,,,,
3522,3:09:34,chat is a third imposter,username@teeleyclLe,,,,,,
3523,3:09:34,How can I join the discord,username@uJsL nonna,,,,,,
3524,3:09:36,"It would be funny if you are imposter and get caught,then pretend to give up your teammate and say something like ""nogla it is up to you"" eventhough he is not the imposter.",username@lG7G7m2Gee,,,,,,
3525,3:09:36,duude I'm still thinking about the time you played in black & white... the door to electrical closed and Tyler came through the vent to kill you,username@cccccccccc,,,,,,
3526,3:09:37,poor spice,username@hSzrekMrtM,,,,,,
3527,3:09:37,I CALLED DUDE BRIAN IT'S FRESH AND SCARY,username@aaClrllrlC,,,,,,
3528,3:09:40,I can’t get it to work,username@uJsL nonna,,,,,,
3529,3:09:51,hi,username@빈서서빈서서빈빈서빈,,,,,,
3530,3:09:51,!discord,username@rsdsaa'ese,,,,,,
3531,3:09:52,How do I join up?,username@opSCprpaCb,,,,,,
3532,3:09:54,i randomly chose and was right,username@csdmmNiNss,,,,,,
3533,3:09:57,im watching all live streams at the same time,username@ssdjssdjhs,,,,,,
3534,3:09:58,"Brian deserves more subs, he doesnt deserve to be a dead channel aswell",username@cycrtYollY,,,,,,
3535,3:10:07,"Want to join the TerrorFam? Become a member to my channel and get access to ""Member-Only Chat"" and the Terroriser Private Discord! https://www.youtube.com/channel/UCQio...",username@hNtttggNoh,,,,,,
3536,3:10:07,GG,username@BrrmHruegu,,,,,,
3537,3:10:11,:videocall:,username@ooA nAWAga,,,,,,
3538,3:10:13,It’s ok Brian we’re just as dumb as you are :),username@dilggPgmdd,,,,,,
3539,3:10:15,Do I do anything in the discord?,username@opSCprpaCb,,,,,,
3540,3:10:17,Plot twist 😆,username@lirCpCayto,,,,,,
3541,3:10:17,nice,username@8IIA KGGL ,,,,,,
3542,3:10:22,can you give me one more number,username@ HLLRHAALU,,,,,,
3543,3:10:24,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@nneeeoe30p,,,,,,
3544,3:10:27,What did I miss?,username@yB'brbbaay,,,,,,
3545,3:10:30,Goodmorning,username@alwylAElse,,,,,,
3546,3:10:36,Whats code,username@Pgkpppppkl,,,,,,
3547,3:10:36,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@lliiliiis ,,,,,,
3548,3:10:41,Gg,username@ioToHatlss,,,,,,
3549,3:10:44,we all collectively have like 2 braincells,username@cccccccccc,,,,,,
3550,3:10:44,Terroriser didn't know how to play. xD But still - blaming Nogla. xD,username@illSaematm,,,,,,
3551,3:10:47,WHERE IS DELIRIUS,username@sadoeVaAea,,,,,,
3552,3:10:48,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@nneeeoe30p,,,,,,
3553,3:10:51,Hi terroriser me and my husband love ur videos they always make me laugh so thank you .,username@ greteiehi,,,,,,
3554,3:10:53,@Corbin Sharpe There are many channels for the members,username@lirCpCayto,,,,,,
3555,3:10:54,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@MxrEeroxMM,,,,,,
3556,3:10:56,If you get 1 million likes I will give you $1 million,username@tatammmata,,,,,,
3557,3:10:57,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@lliiliiis ,,,,,,
3558,3:10:59,who else besides him and Nogla are streaming?,username@ Senoeeyeo,,,,,,
3559,3:10:59,CHAIRRORISER,username@cccccccccc,,,,,,
3560,3:11:11,!chair,username@odnnedaeoa,,,,,,
3561,3:11:13,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@rsdsaa'ese,,,,,,
3562,3:11:15,ALL HAIL LORD CHAIRRORISER! ALL HAIL LORD CHAIRRORISER! ALL HAIL LORD CHAIRRORISER! ALL HAIL LORD CHAIRRORISER! ALL HAIL LORD CHAIRRORISER! ALL HAIL LORD CHAIRRORISER!,username@hNtttggNoh,,,,,,
3563,3:11:18,Lazerbeem,username@nnFyyy Say,,,,,,
3564,3:11:22,why do all the live-streams and stuff come into my recommendations at midnight??,username@usitaMuioa,,,,,,
3565,3:11:22,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@cccccccccc,,,,,,
3566,3:11:22,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@MxrEeroxMM,,,,,,
3567,3:11:23,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@lliiliiis ,,,,,,
3568,3:11:24,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@nneeeoe30p,,,,,,
3569,3:11:32,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@lliiliiis ,,,,,,
3570,3:11:33,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,username@nneeeoe30p,,,,,,
3571,3:11:34,soo,username@effddeeded,,,,,,
3572,3:11:35,can you give me one more number,username@ HLLRHAALU,,,,,,
3573,3:11:36,@Terroriser ITS NOGLA,username@rIiat higl,,,,,,
3574,3:11:36,Im cloud!,username@i  p-iooop,,,,,,
